Gene	Chr	ABRF-ILMN-RIBO-A-1	ABRF-ILMN-RIBO-A-2	ABRF-ILMN-RIBO-A-3	ABRF-ILMN-RIBO-A-4	ABRF-ILMN-RIBO-B-1	ABRF-ILMN-RIBO-B-2	ABRF-ILMN-RIBO-B-3	ABRF-ILMN-RIBO-B-4	ABRF-ILMN-RNA-A-1	ABRF-ILMN-RNA-A-2	ABRF-ILMN-RNA-A-3	ABRF-ILMN-RNA-A-4	ABRF-ILMN-RNA-B-1	ABRF-ILMN-RNA-B-2	ABRF-ILMN-RNA-B-3	ABRF-ILMN-RNA-B-4
SF3A1	chr22	2217	1590	1070	1227	2632	3293	1778	1719	8119	7981	6342	8098	6604	6859	8988	5948
SF3A2	chr19	70	46	26	21	79	115	47	38	1668	767	365	594	399	506	547	248
SF3A3	chr1	6991	4719	3447	3993	2321	2842	1710	1565	12965	15261	13245	17529	4434	4114	5524	4202
SF3B1	chr2	39152	27223	22961	30948	20256	24245	14548	13376	35531	48188	47368	57093	30462	27250	36633	30671
SF3B2	chr11	3442	2523	1741	1890	3499	4092	2376	2057	15899	14034	9570	13614	9793	11384	14219	9186
SF3B3	chr16	15912	11034	7825	8966	6891	9013	4886	4555	21111	22138	17440	23937	7588	7977	10234	7026
SF3B4	chr1	1189	748	536	528	385	555	273	252	4981	5544	4467	6127	1435	1465	1858	1404
SF3B5	chr6	78	67	54	36	107	177	82	44	1508	782	300	644	511	770	793	400
SFI1	chr22	651	407	299	323	875	1169	577	555	1159	922	651	1022	1257	1440	1877	1156
SFMBT1	chr3	1513	1021	816	1008	1040	1471	759	718	1493	1767	1486	2021	824	804	1133	996
SFMBT2	chr10	3806	2689	2231	2947	2707	3277	1873	1746	3363	4356	3773	4398	2373	2122	2930	2238
SFN	chr1	19	18	8	6	4	7	2	6	584	158	98	178	35	82	70	36
SFPQ	chr1	33914	22942	20373	28683	13713	16150	10136	9253	37676	47586	47358	55990	23442	21411	28040	23349
SFR1	chr10	978	639	522	913	375	458	268	293	1044	1266	1348	1510	579	525	735	692
SFRP1	chr8	7802	5283	4182	5325	2322	2556	1575	1523	11590	14404	12969	16680	4985	4860	6307	4811
SFRP2	chr4	599	428	327	533	245	314	175	143	1624	1750	1859	2270	600	492	651	626
SFRP4	chr7	31	22	41	43	77	107	57	48	39	27	62	82	133	88	171	126
SFRP5	chr10	2	8	4	2	13	16	6	14	8	4	0	10	26	40	43	34
SFSWAP	chr12	2535	1765	1437	1818	2169	2653	1620	1422	3006	3003	2487	3305	3297	3438	4474	3049
SFT2D1	chr6	2433	1643	1400	1987	1351	1696	1047	998	3688	5211	5418	5982	3627	3047	4527	3640
SFT2D2	chr1	1305	887	646	693	508	483	277	299	326	327	250	347	101	113	97	80
SFTA2	chr6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
SFTA3	chr14	0	0	0	0	2	10	4	4	1	0	0	4	4	2	9	0
SFTPA1	chr10	7	2	10	8	18	29	32	17	24	30	40	34	8	4	3	2
SFTPA2	chr10	12	2	4	4	42	89	45	30	10	10	24	14	107	156	216	136
SFTPB	chr2	11	18	8	17	4	21	4	4	8	0	4	6	2	0	2	0
SFTPC	chr8	2	0	0	0	41	39	21	23	8	7	0	8	110	159	143	95
SFTPD	chr10	5	4	2	0	35	36	7	16	7	0	7	2	55	46	71	55
SFXN1	chr5	8036	5766	5088	7128	4550	5529	3082	3043	9751	12116	12217	14403	7265	6357	9280	7250
SFXN2	chr10	438	320	249	291	112	170	91	91	1099	1148	886	1213	106	149	135	127
SFXN3	chr10	894	700	436	427	1931	2611	1464	1051	4021	3633	2609	3824	5769	6679	8363	5398
SFXN4	chr10	907	706	499	508	534	719	423	381	2105	2128	2041	2445	983	1019	1321	1174
SFXN5	chr2	421	358	259	301	1781	2430	1200	1085	984	553	529	731	3309	3788	4678	2775
SGCA	chr17	6	13	4	8	7	35	16	29	10	10	4	7	58	79	86	41
SGCB	chr4	2334	1684	1604	2151	5172	6417	3894	3573	3082	4140	4254	4913	10417	9466	13045	10642
SGCD	chr5	2610	1812	1689	2174	1461	1776	993	941	1987	2485	2480	3146	1331	1168	1734	1453
SGCE	chr7	2267	1532	1290	1793	2223	2716	1649	1456	3338	4555	3996	5156	4308	3812	5092	4109
SGCG	chr13	78	28	43	51	75	107	51	76	112	117	130	127	162	158	192	134
SGCZ	chr8	6	6	13	5	343	491	281	265	11	12	6	1	111	96	123	76
SGIP1	chr1	257	160	169	229	12255	14426	8719	8297	127	153	149	202	11354	10295	14085	11874
SGK1	chr6	11690	8168	6944	9363	5139	6580	3826	3454	15839	19771	18558	22550	8300	7687	10267	8429
SGK2	chr20	65	49	29	39	321	481	176	219	156	167	125	122	610	555	757	574
SGK3	chr8	2219	1409	1438	2045	1996	2339	1423	1343	1689	2278	2436	2325	2435	2211	2944	2495
SGMS1	chr10	2884	2044	1966	2710	3034	3818	2283	2026	2680	3405	3438	4299	3394	3021	4366	3509
SGMS2	chr4	1816	1350	1186	1985	888	1035	662	656	1019	1360	1643	1844	871	752	1042	906
SGPL1	chr10	2443	1712	1200	1728	2009	2589	1497	1433	3327	3859	3070	4059	2627	2543	3363	2537
SGPP1	chr14	3265	2308	2547	3758	2781	3471	2091	2036	2745	3790	4414	4907	4836	4412	5909	5125
SGPP2	chr2	68	60	46	38	1191	1740	948	843	78	133	113	150	2279	2122	2882	2291
SGSH	chr17	103	112	44	50	68	107	40	42	902	524	248	546	214	290	328	171
SGSM1	chr22	34	19	9	14	1603	2191	1166	949	42	32	50	70	2940	3213	4163	2812
SGSM2	chr17	403	359	167	168	931	1116	557	489	1973	1323	834	1252	2283	3096	3383	1719
SGSM3	chr22	85	89	50	37	317	455	211	161	1116	644	341	470	1148	1577	1898	814
SGTA	chr19	152	148	76	71	301	451	220	193	1858	1036	435	826	1121	1472	1727	848
SGTB	chr5	2739	2018	1957	2871	10645	12748	7738	7389	2056	2717	3162	3510	14096	12282	16397	14487
SH2B1	chr16	386	235	163	154	503	570	368	281	1871	1020	725	967	1593	2231	2496	1294
SH2B2	chr7	11	10	4	2	7	19	10	5	81	41	26	36	46	89	86	33
SH2B3	chr12	3249	2322	1825	2385	842	1207	633	578	4975	5895	5635	7153	1404	1176	1638	1290
SH2D1A	chrX	1592	1081	878	1378	13	24	18	8	1850	2452	2713	2883	26	8	24	51
SH2D1B	chr1	18	11	25	18	52	62	50	29	26	30	60	30	93	97	115	82
SH2D2A	chr1	31	29	5	5	9	2	5	0	219	143	66	119	6	20	24	22
SH2D3A	chr19	14	14	11	6	0	3	0	1	137	110	54	91	7	0	1	6
SH2D3C	chr9	16	9	11	8	67	81	26	20	99	65	58	65	293	368	371	167
SH2D4A	chr8	1168	719	535	682	100	127	73	85	1486	1699	1602	1892	138	104	99	78
SH2D4B	chr10	0	6	2	0	13	14	3	4	7	2	4	8	6	8	29	16
SH2D5	chr1	30	20	10	14	497	654	323	301	155	135	120	90	1445	1578	1992	1128
SH2D6	chr2	0	2	2	0	7	14	10	15	17	5	1	4	38	71	59	42
SH2D7	chr15	4	0	0	2	25	12	10	15	2	6	2	6	20	34	24	9
SH3BGR	chr21	107	62	60	88	350	428	257	263	239	290	366	380	1076	1067	1504	1164
SH3BGRL	chrX	5898	4165	4012	6220	5622	7000	4370	4074	7357	10462	10916	12120	13376	10911	15455	13081
SH3BGRL2	chr6	1996	1376	1188	1627	8299	9985	6077	5669	1815	2574	2454	3028	11293	9866	13652	11497
SH3BGRL3	chr1	362	287	134	139	251	370	156	150	4198	3549	2023	3269	1589	2041	2521	1378
SH3BP1	chr22	58	31	13	24	35	41	15	18	340	192	113	131	74	125	156	72
SH3BP2	chr4	1005	656	498	853	520	702	387	342	1890	2008	1615	2176	853	1045	1344	901
SH3BP4	chr2	2171	1575	1149	1429	659	874	514	434	4747	4748	4259	5515	1413	1511	1865	1379
SH3BP5	chr3	167	119	90	60	471	608	260	245	471	325	239	395	802	903	1233	743
SH3BP5L	chr1	286	185	136	135	549	615	383	298	1114	766	385	706	1393	1801	2237	1274
SH3D19	chr4	4132	2977	2676	3852	2597	3236	1917	1691	4269	5478	5903	6457	2896	2584	3653	3040
SH3D21	chr1	216	186	123	79	206	329	164	119	703	608	407	567	416	426	480	365
SH3GL1	chr19	60	87	40	28	102	204	65	46	1595	723	274	491	450	719	762	286
SH3GL2	chr9	62	73	50	53	16005	19365	11603	10858	144	160	187	191	40935	38088	49435	39645
SH3GL3	chr15	161	120	126	166	4248	5116	2954	2875	282	340	411	358	6939	6243	8895	6925
SH3GLB1	chr1	8624	6141	5564	8325	6682	7770	4872	4359	7681	10637	11153	12657	8791	7449	10177	8431
SH3GLB2	chr9	202	225	94	76	818	1172	524	447	2322	1309	691	1135	2819	4080	4429	2089
SH3KBP1	chrX	2485	1776	1401	1790	2088	2570	1404	1350	5336	6115	5497	6795	4014	3629	4902	3607
SH3PXD2A	chr10	2609	1857	1422	1707	5809	7199	4016	3497	5464	5465	4690	5914	9034	9306	12143	8514
SH3PXD2B	chr5	661	484	263	317	1051	1482	664	651	2086	1959	1417	1939	2099	2144	2853	1912
SH3RF1	chr4	1257	905	798	997	1777	2156	1291	1107	1191	1478	1349	1709	2526	2509	3209	2601
SH3RF2	chr5	85	79	61	56	151	243	152	89	203	149	159	230	234	314	301	209
SH3RF3	chr2	235	201	188	204	287	460	215	162	564	508	497	728	507	572	694	572
SH3TC1	chr4	31	39	21	17	44	50	24	24	329	130	97	111	38	69	75	35
SH3TC2	chr5	326	184	176	207	2133	2509	1522	1380	257	243	209	265	1519	1439	1795	1390
SH3YL1	chr2	2020	1363	1160	1711	2183	2692	1572	1589	1971	2565	2694	2985	3847	3419	4755	3867
SHANK1	chr19	10	4	2	1	319	510	228	131	27	11	12	35	891	1414	1673	731
SHANK2	chr11	742	597	400	627	2920	3768	2367	2076	1021	1188	1107	1351	5543	5171	7085	5284
SHANK3	chr22	26	28	8	18	866	1361	633	529	304	230	114	215	3774	4711	5307	2990
SHARPIN	chr8	46	27	17	12	85	94	74	58	552	203	96	222	261	334	351	167
SHB	chr9	152	104	68	92	103	109	56	46	510	435	283	435	214	249	304	154
SHBG	chr17	7	0	3	8	8	19	9	4	22	11	26	17	25	13	21	20
SHC1	chr1	1822	1482	979	1333	575	745	377	349	6864	6393	5063	6541	1381	1596	2087	1331
SHC2	chr19	2	2	8	0	48	67	20	22	98	16	14	27	173	286	263	81
SHC3	chr9	89	52	43	45	1272	1728	833	788	62	78	44	76	617	688	771	558
SHC4	chr15	789	541	495	650	829	1001	551	589	745	1026	940	1127	1707	1513	1869	1836
SHCBP1	chr16	3243	2286	2030	2843	111	131	89	88	3882	4940	5209	6234	218	193	274	227
SHCBP1L	chr1	0	1	1	1	3	5	5	0	0	0	0	4	2	1	0	2
SHD	chr19	2	6	0	0	27	66	18	32	20	10	10	6	119	207	205	122
SHE	chr1	70	56	41	40	272	369	253	240	77	92	116	107	599	504	769	596
SHF	chr15	58	40	26	31	911	1154	698	563	127	99	56	87	1844	2285	2886	1642
SHH	chr7	88	64	42	62	78	86	27	38	101	132	120	150	62	111	150	102
SHISA2	chr13	1242	845	836	1175	60	107	73	50	1031	1144	1189	1420	134	110	120	125
SHISA3	chr4	216	164	122	214	32	36	29	13	248	334	421	451	102	76	98	64
SHISA4	chr1	18	10	6	4	309	434	217	158	239	133	60	99	1317	2025	2258	1074
SHISA5	chr3	704	536	326	388	673	908	386	380	4030	2874	1998	2960	2138	2739	3219	1638
SHISA6	chr17	4	2	7	0	185	244	145	102	8	8	2	4	302	257	415	217
SHISA7	chr19	4	12	6	2	735	926	556	472	38	28	24	28	2080	2611	3235	1936
SHISA8	chr22	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	3
SHISA9	chr16	137	100	82	145	1567	1960	1257	1041	164	241	175	244	2389	2284	3247	2546
SHKBP1	chr19	63	35	10	15	30	41	26	21	914	413	273	388	168	189	132	103
SHMT1	chr17	954	631	569	629	512	719	382	337	2540	2774	2341	2996	879	986	1309	999
SHMT2	chr12	1536	1139	781	755	381	461	248	226	8464	6640	4915	6881	1050	1334	1602	1074
SHOC2	chr10	5283	3767	3452	5280	8628	10443	6068	5857	3871	5392	5878	6285	8781	7566	10119	8908
SHOX	chrX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHOX	chrY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHOX2	chr3	584	409	373	520	26	34	30	12	821	1031	986	1331	45	36	60	42
SHPK	chr17	134	127	52	123	79	85	53	50	318	391	296	372	126	111	132	129
SHPRH	chr6	10110	6944	6167	8924	9683	11555	7035	6635	3741	5190	5531	6119	4661	4046	5431	4880
SHQ1	chr3	2589	1784	1451	2148	848	1073	645	669	2253	2983	2795	3574	973	828	1250	1034
SHROOM1	chr5	70	89	69	48	159	244	129	112	604	339	313	414	619	769	954	502
SHROOM2	chrX	556	378	326	396	1036	1333	766	638	852	850	765	1085	2102	1932	2528	1829
SHROOM3	chr4	1792	1149	887	1335	1906	2292	1202	1222	1574	1677	1571	1933	1964	1767	2252	1710
SHROOM4	chrX	277	140	120	169	1548	2061	1008	1119	265	298	321	362	1747	2104	2556	1825
SI	chr3	2	4	1	7	2	2	2	2	0	0	0	0	6	0	4	3
SIAE	chr11	1273	964	802	1040	1871	2340	1363	1326	2706	3177	3009	3518	4880	4521	5914	4530
SIAH1	chr16	1604	1074	1001	1653	971	1169	707	654	1156	1675	1756	2033	1071	1022	1454	1246
SIAH2	chr3	2080	1558	1208	1452	831	1157	605	620	3876	4815	4399	5537	2190	2026	2922	2108
SIAH3	chr13	6	2	2	2	498	606	328	343	4	0	3	4	557	579	710	485
SIDT1	chr3	317	229	140	214	1485	1862	1108	987	412	437	394	485	2062	2054	2720	1951
SIDT2	chr11	199	153	76	73	651	967	460	352	1515	992	518	900	1899	2387	2778	1654
SIGIRR	chr11	8	8	6	6	12	18	4	2	205	82	35	39	46	59	92	30
SIGLEC1	chr20	2	0	0	0	22	18	20	4	4	2	4	2	34	60	88	50
SIGLEC10	chr19	18	16	3	9	93	115	60	68	13	24	11	12	244	268	352	197
SIGLEC11	chr19	0	0	0	0	4	3	5	4	0	2	0	1	10	9	4	5
SIGLEC12	chr19	0	4	0	0	0	0	0	0	2	5	0	0	0	0	0	0
SIGLEC14	chr19	4	4	0	3	13	41	29	20	2	8	7	6	52	51	77	38
SIGLEC15	chr18	8	8	5	2	9	10	13	4	24	5	13	24	0	2	1	0
SIGLEC5	chr19	10	8	0	0	13	11	20	20	14	29	10	2	26	12	48	36
SIGLEC6	chr19	2	0	10	5	2	0	6	0	4	21	8	2	10	0	6	2
SIGLEC7	chr19	28	18	4	6	12	20	14	6	144	105	85	103	25	32	42	16
SIGLEC8	chr19	4	0	0	2	129	130	82	59	8	6	2	4	183	211	295	181
SIGLEC9	chr19	19	16	8	7	40	53	31	27	42	12	20	32	89	86	68	77
SIGMAR1	chr9	749	562	318	332	338	533	243	205	5080	4649	3135	4591	1244	1466	1867	1143
SIK1	chr21	3018	2132	1789	2328	366	494	315	247	5193	5825	5451	6782	1086	917	1182	1137
SIK2	chr11	3686	2901	2244	3050	5692	7335	4234	3902	3587	3946	3546	4324	7019	6716	8950	6248
SIK3	chr11	1712	1133	875	1052	6664	8481	4709	4199	1999	2056	1645	2411	9466	9627	12787	9044
SIKE1	chr1	11664	8216	8011	12287	3766	4586	2863	2788	8069	11428	12587	13330	3965	3601	4744	4101
SIL1	chr5	772	490	345	485	294	293	155	165	1181	1095	1086	1219	290	348	447	291
SIM1	chr6	88	44	40	79	0	0	2	0	20	56	70	30	4	0	0	0
SIM2	chr21	416	329	235	355	328	393	279	225	605	666	648	828	553	572	852	685
SIN3A	chr15	5804	4355	3219	4070	3065	3971	2258	1992	7914	9057	8078	10397	4136	4218	5210	4145
SIN3B	chr19	287	199	105	126	807	1154	630	523	1518	961	591	932	2246	2624	3176	1759
SIPA1	chr11	28	44	15	10	40	30	13	18	364	165	81	188	122	142	176	60
SIPA1L1	chr14	3821	2660	2163	2635	10810	13757	8193	7185	3563	3798	3054	4393	13446	13059	16846	12782
SIPA1L2	chr1	3088	2036	1603	1801	3097	4103	2348	2164	2877	3519	3062	3877	3438	3458	4539	3364
SIPA1L3	chr19	411	316	268	293	620	792	420	404	994	733	625	796	934	1105	1322	850
SIRPA	chr20	521	341	224	234	5054	6860	3548	3405	1991	1891	1359	1934	18101	19705	24608	16043
SIRPB1	chr20	18	14	16	19	50	64	28	36	61	83	41	52	139	131	205	97
SIRPB2	chr20	0	0	0	2	39	75	23	20	0	0	2	0	67	117	92	74
SIRPD	chr20	0	2	1	2	2	2	0	0	0	0	2	0	2	0	14	2
SIRPG	chr20	2	0	1	0	12	20	6	5	1	0	4	4	27	26	24	16
SIRT1	chr10	4306	3203	2820	4162	3121	3704	2180	2141	3603	5332	5391	6218	3500	2989	4199	3703
SIRT2	chr19	126	130	64	41	1568	1900	949	839	987	712	400	689	5253	6874	8339	4564
SIRT3	chr11	170	144	82	77	513	656	357	283	868	817	610	869	1691	1846	2218	1433
SIRT4	chr12	31	15	12	20	76	89	69	56	73	72	74	70	160	200	232	129
SIRT5	chr6	1006	767	572	972	1093	1435	876	758	1403	1812	1655	1999	1458	1306	1936	1375
SIRT6	chr19	20	6	3	1	9	24	12	10	201	106	53	68	93	115	147	48
SIRT7	chr17	173	126	110	87	176	236	109	111	777	513	419	589	555	743	807	534
SIT1	chr9	18	10	10	14	0	4	0	2	100	98	56	84	0	0	0	4
SIVA1	chr14	95	104	83	65	112	161	54	90	900	568	389	517	191	317	324	241
SIX1	chr14	549	402	328	547	44	24	25	28	729	888	937	1033	58	32	38	58
SIX2	chr2	30	6	28	18	0	6	0	0	126	148	80	150	14	10	4	20
SIX3	chr2	24	4	6	2	14	20	16	10	30	32	42	36	82	86	87	90
SIX4	chr14	2502	1745	1614	2603	572	600	425	406	1584	2064	2183	2715	552	479	506	490
SIX5	chr19	2	0	0	0	0	0	0	2	36	2	12	7	2	0	0	0
SIX6	chr14	41	28	27	49	0	0	0	0	172	80	82	84	2	0	0	0
SKA1	chr18	2263	1615	1517	2027	37	48	34	22	2280	2959	2798	3484	66	88	92	95
SKA2	chr17	7355	4906	4895	7228	3504	4075	2441	2280	7081	9559	10356	11568	6616	5667	7767	6576
SKA3	chr13	3027	2231	1918	2703	46	104	52	54	3193	4512	4602	5081	43	38	50	76
SKAP1	chr17	54	52	62	35	8	9	7	8	226	233	162	233	16	14	14	26
SKAP2	chr7	3831	2718	2567	3586	2580	2969	1855	1759	3320	4900	5044	5772	3615	3165	4322	3762
SKI	chr1	1410	1019	830	1102	3077	4082	2317	2229	3823	4484	4220	5291	12118	11587	14444	11093
SKIL	chr3	12587	8690	8764	13670	6573	7916	5050	4604	4605	6678	7576	8371	3256	2946	3747	3563
SKIV2L	chr6	518	411	212	176	519	792	337	351	2667	1612	846	1519	1210	1474	1785	1011
SKOR1	chr15	8	12	4	2	85	125	58	49	38	26	19	23	257	312	374	275
SKOR2	chr18	2	0	0	0	9	14	6	1	0	0	2	0	19	11	13	15
SKP1	chr5	11562	7811	6965	9675	16133	18763	11442	10441	18807	25096	25823	29829	44854	38356	53672	43506
SKP2	chr5	6287	4648	4144	5854	976	1188	687	585	6161	7709	7362	8613	1038	1050	1290	1045
SLA	chr8	205	124	115	135	507	631	311	349	332	388	316	480	735	756	875	724
SLA2	chr20	16	25	16	10	46	75	31	21	126	56	67	83	12	10	9	22
SLAIN1	chr13	917	671	569	829	12810	15046	9050	8804	987	1204	1395	1555	18833	16726	22302	18321
SLAIN2	chr4	4760	3461	3071	4621	3834	4596	2951	2673	4173	5554	6014	6894	2931	2601	3648	2881
SLAMF1	chr1	9	8	0	2	2	4	0	0	14	16	12	13	0	12	4	2
SLAMF6	chr1	107	73	83	89	4	5	4	6	230	276	274	242	24	6	10	6
SLAMF7	chr1	155	139	100	110	6	4	4	6	508	530	459	559	6	7	18	37
SLAMF8	chr1	6	4	5	9	95	124	70	74	22	9	16	32	280	263	347	300
SLAMF9	chr1	92	78	38	53	4	1	0	0	539	505	315	552	2	2	0	4
SLBP	chr4	4567	3240	2747	3887	1714	1916	1239	1079	7408	9494	9545	11189	4154	3875	5040	4286
SLC10A1	chr14	239	135	103	178	166	170	121	121	9	14	7	10	11	21	21	12
SLC10A2	chr13	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SLC10A3	chrX	87	83	33	52	54	56	14	27	545	311	246	312	99	113	143	67
SLC10A4	chr4	66	85	61	117	84	69	59	57	150	170	196	163	156	171	193	160
SLC10A5	chr8	162	115	155	219	332	440	289	251	54	79	85	110	258	244	338	329
SLC10A6	chr4	2	2	0	4	11	10	14	3	0	6	2	3	14	14	30	4
SLC10A7	chr4	1303	914	827	1277	692	835	528	478	980	1348	1400	1667	695	499	825	674
SLC11A1	chr2	4	11	3	4	181	251	122	100	74	43	22	21	310	351	488	328
SLC11A2	chr12	5533	3692	3209	4084	5482	6743	3936	3523	6297	8342	8405	9454	9338	8574	11357	8602
SLC12A1	chr15	56	19	30	60	298	408	234	187	19	11	9	13	393	332	414	386
SLC12A2	chr5	9923	6836	6560	9706	16457	19480	12164	11546	4174	5823	6153	6758	9977	8609	11850	10157
SLC12A3	chr16	524	345	216	303	4	2	3	2	1468	1469	1145	1581	6	0	2	2
SLC12A4	chr16	280	210	121	101	327	452	203	178	1418	884	430	715	609	769	877	403
SLC12A5	chr20	16	26	29	19	6697	8629	4654	4274	66	48	48	70	17057	17963	21639	15612
SLC12A6	chr15	1614	1035	876	1055	3019	3582	2192	1860	1043	1218	1164	1625	2832	2635	3353	2721
SLC12A7	chr5	120	93	51	32	80	102	55	50	1170	703	456	588	288	442	468	193
SLC12A8	chr3	103	48	42	62	137	186	99	80	276	323	241	320	237	198	365	201
SLC12A9	chr7	130	90	33	68	221	297	129	112	592	352	186	347	562	687	840	440
SLC13A1	chr7	2	7	1	13	4	3	2	0	0	0	0	0	0	4	0	6
SLC13A2	chr17	0	0	0	0	0	0	0	0	0	0	2	0	2	0	6	0
SLC13A3	chr20	298	195	175	153	813	1055	565	501	804	811	728	878	1781	1915	2299	1625
SLC13A4	chr7	123	99	58	95	324	355	263	245	135	96	121	169	463	458	554	397
SLC13A5	chr17	307	241	163	172	138	163	86	55	1463	1411	870	1329	295	285	362	248
SLC14A1	chr18	671	501	381	527	1632	2076	1185	1112	948	1183	1030	1316	2482	2538	3476	2567
SLC14A2	chr18	7	12	7	13	20	14	7	18	9	3	8	6	4	4	11	11
SLC15A1	chr13	38	4	6	23	3	0	0	0	32	43	36	43	0	0	0	3
SLC15A2	chr3	534	337	317	431	1741	2220	1190	1198	425	599	593	696	2376	2148	2936	2349
SLC15A3	chr11	46	41	32	30	43	85	49	15	111	71	34	86	83	131	154	106
SLC15A4	chr12	2100	1592	1118	1704	1110	1452	797	760	2891	3562	3557	4322	2149	2075	2466	1951
SLC15A5	chr12	23	7	8	8	17	23	12	17	0	2	0	0	42	32	55	35
SLC16A1	chr1	22381	15412	14595	21073	3429	4373	2491	2390	21603	28272	30541	34338	6051	5194	7129	5820
SLC16A10	chr6	639	416	361	558	474	630	336	293	480	514	508	645	176	142	174	217
SLC16A11	chr17	2	3	2	0	8	14	5	7	6	2	1	0	20	17	21	13
SLC16A12	chr10	48	23	22	44	104	127	87	100	22	60	52	76	141	137	115	154
SLC16A13	chr17	18	6	10	8	15	18	10	6	133	119	55	138	6	12	34	22
SLC16A14	chr2	686	398	453	670	2487	2831	1648	1711	590	842	866	1004	3563	3015	4041	3578
SLC16A2	chrX	336	226	174	193	715	913	511	502	849	993	683	952	1824	1993	2721	1760
SLC16A3	chr17	134	129	72	37	24	48	31	12	2881	1125	552	824	44	94	79	46
SLC16A4	chr1	1892	1286	1291	1826	596	722	447	437	572	765	712	936	458	447	603	568
SLC16A5	chr17	22	20	16	8	7	7	3	1	162	67	55	62	4	31	35	18
SLC16A6	chr17	2038	1552	1440	1998	572	677	399	352	2174	2896	2750	3183	927	804	968	969
SLC16A7	chr12	3179	2211	2117	3163	3248	3936	2260	2183	591	825	864	1149	940	827	1143	969
SLC16A8	chr22	0	0	2	1	3	19	14	7	21	6	0	5	17	21	17	5
SLC16A9	chr10	637	358	365	540	1154	1434	819	769	653	915	913	989	1952	1570	2399	1939
SLC17A1	chr6	50	31	24	29	4	3	0	0	47	50	46	51	0	0	0	0
SLC17A2	chr6	160	111	100	84	0	2	0	0	282	377	360	444	0	0	0	0
SLC17A3	chr6	51	47	24	32	1	0	0	0	14	15	15	17	2	2	6	0
SLC17A4	chr6	1	4	5	8	25	24	6	10	0	2	0	4	10	12	23	33
SLC17A5	chr6	1868	1321	1005	1532	1469	1816	1052	1093	2082	2702	2534	3098	1958	1824	2414	2025
SLC17A6	chr11	0	2	2	2	1609	1658	1055	962	4	0	0	2	1977	1964	2669	2175
SLC17A7	chr19	44	16	6	28	6919	8808	4934	4224	202	214	202	199	40154	40560	52861	36939
SLC17A8	chr12	0	2	3	1	98	106	65	87	2	2	4	4	150	109	191	86
SLC17A9	chr20	53	89	44	33	12	14	8	2	1130	534	300	559	42	42	47	22
SLC18A1	chr8	52	33	16	21	3	2	0	0	74	61	51	79	2	10	0	2
SLC18A2	chr10	1523	1023	1079	1681	1411	1716	1089	1075	1077	1617	1558	1937	2125	1764	2548	2028
SLC18A3	chr10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
SLC18B1	chr6	1572	938	929	1188	2281	2619	1530	1445	1610	2149	2453	2685	4038	3487	4672	4017
SLC19A1	chr21	307	191	126	107	121	181	90	73	917	725	428	769	265	266	322	225
SLC19A2	chr1	5213	3430	3312	5163	1423	1535	906	859	4720	6384	6974	8083	1817	1645	2362	2094
SLC19A3	chr2	79	49	55	73	194	215	138	132	118	135	134	109	291	250	415	225
SLC1A1	chr9	677	545	418	591	2854	3451	2009	2051	757	1000	1117	1210	4512	4123	5471	4612
SLC1A2	chr11	4415	2851	2513	3690	191599	227115	138759	129973	1899	2992	3028	3282	125575	108408	148012	125186
SLC1A3	chr5	1146	719	579	860	42921	52043	31055	27785	1296	1495	1499	1863	83760	75911	101516	82245
SLC1A4	chr2	2299	1652	1074	1352	3203	3792	2317	2038	4628	5333	4638	5942	5607	5444	7072	5117
SLC1A5	chr19	826	721	383	321	54	52	26	24	8216	5075	2860	4531	182	167	182	178
SLC1A6	chr19	42	22	30	26	525	713	449	387	108	119	94	139	2271	2647	3033	1859
SLC1A7	chr1	3	2	0	1	4	8	2	3	16	7	6	15	27	39	36	22
SLC20A1	chr2	10060	6943	5470	7222	3923	5170	2914	2599	11849	14044	13257	16340	6852	6324	8698	7083
SLC20A2	chr8	2485	1647	1350	1795	4138	5080	2926	2705	2662	2917	2741	3465	5847	6072	7913	5666
SLC22A1	chr6	11	12	9	4	6	13	7	4	9	22	9	15	4	9	11	5
SLC22A10	chr11	10	6	1	7	152	175	94	81	0	4	0	4	60	71	92	78
SLC22A11	chr11	4	8	8	10	1	6	0	0	15	16	2	20	5	12	5	5
SLC22A12	chr11	0	0	0	0	4	0	0	4	0	0	0	0	0	2	0	0
SLC22A13	chr3	16	6	6	4	45	38	22	18	2	4	0	0	4	2	13	6
SLC22A14	chr3	0	2	4	2	67	62	25	31	12	20	12	16	46	53	76	37
SLC22A15	chr1	351	226	235	331	2626	3134	1944	1786	333	520	510	546	3604	3079	4164	3808
SLC22A16	chr6	3	0	1	2	8	16	2	2	4	0	4	6	8	8	12	0
SLC22A17	chr14	36	28	17	14	1947	2704	1311	1075	315	179	142	180	6328	8682	10058	5136
SLC22A18	chr11	35	10	16	13	4	14	4	0	229	142	97	111	23	29	36	15
SLC22A18AS	chr11	3	10	5	4	2	2	2	0	39	23	20	28	9	20	30	10
